Id,SalePrice
1461,124887.4758
1462,156705.0276
1463,184524.4811
1464,197799.0918
1465,189305.1091
1466,169651.3615
1467,183939.3513
1468,161732.8187
1469,195821.6901
1470,119982.1411
1471,191305.6915
1472,100626.3663
1473,97688.82573
1474,146008.4557
1475,116163.7411
1476,361059.5883
1477,250782.617
1478,301413.9426
1479,295735.2359
1480,549598.2028
1481,336791.9816
1482,210642.0836
1483,176599.2974
1484,165322.2559
1485,186062.9592
1486,191210.479
1487,327706.884
1488,218698.5431
1489,194423.7633
1490,251021.6753
1491,194834.9282
1492,95741.91021
1493,186044.684
1494,287181.1945
1495,285976.1096
1496,233510.8809
1497,179911.3633
1498,190283.4757
1499,169733.5635
1500,163829.9888
1501,185955.6847
1502,148771.2748
1503,297517.1077
1504,243863.1701
1505,227931.2977
1506,190467.9673
1507,261352.7969
1508,192844.556
1509,158633.7153
1510,138381.726
1511,162437.0295
1512,171038.0173
1513,135742.0361
1514,162461.2486
1515,195225.0055
1516,147777.9551
1517,173979.3787
1518,133078.8234
1519,212586.6987
1520,130279.7828
1521,134582.9741
1522,177782.866
1523,112939.9209
1524,121676.2088
1525,130167.496
1526,115247.4091
1527,113319.6958
1528,136378.2887
1529,155284.8629
1530,195834.2873
1531,106231.2367
1532,92628.36229
1533,157980.5089
1534,123413.524
1535,142917.1491
1536,107363.5891
1537,64397.34592
1538,144635.6474
1539,193180.9741
1540,80948.61233
1541,140819.7399
1542,154555.3072
1543,174475.0603
1544,86323.51148
1545,119501.9172
1546,139937.6061
1547,135887.2678
1548,139796.8012
1549,126929.3921
1550,130531.1305
1551,108711.6904
1552,142941.9652
1553,142066.5055
1554,119346.4744
1555,165819.7549
1556,85561.39014
1557,120211.5519
1558,110602.9707
1559,61725.56957
1560,130375.3686
1561,122394.0524
1562,132365.2732
1563,121568.2698
1564,160770.0983
1565,152378.2319
1566,239461.5586
1567,81256.75323
1568,242263.1042
1569,125051.1568
1570,138658.5121
1571,114090.6736
1572,138297.7359
1573,210324.5225
1574,119268.7423
1575,242553.7297
1576,258907.2694
1577,177322.4372
1578,144238.3023
1579,159820.9384
1580,192926.6531
1581,161878.6343
1582,125527.9268
1583,306915.2443
1584,214312.5185
1585,138261.4431
1586,88424.48157
1587,112400.3474
1588,154214.3236
1589,95133.34459
1590,131886.1768
1591,93839.29977
1592,107351.7139
1593,130489.8043
1594,133363.534
1595,107994.1046
1596,236346.8181
1597,206087.1472
1598,220064.6816
1599,169774.8787
1600,158608.8915
1601,75629.83503
1602,116425.1241
1603,61461.75014
1604,261098.5058
1605,233916.1558
1606,160344.1804
1607,198309.9045
1608,212706.4662
1609,181331.5136
1610,155157.3152
1611,132809.511
1612,175856.1949
1613,167015.2252
1614,120008.2012
1615,90886.53933
1616,76958.46286
1617,90622.44271
1618,141224.7429
1619,139333.769
1620,157578.8826
1621,140551.2537
1622,142365.2847
1623,266879.366
1624,207630.4377
1625,122872.2649
1626,166419.4183
1627,197348.4683
1628,282761.2373
1629,172742.9927
1630,396661.1014
1631,234897.4854
1632,252464.2218
1633,168338.8358
1634,184331.8009
1635,172601.9107
1636,151840.5229
1637,200440.4808
1638,177430.4874
1639,181126.899
1640,246574.5492
1641,176392.253
1642,251885.6309
1643,223343.6381
1644,241305.1068
1645,226143.7144
1646,161995.656
1647,158941.1655
1648,126938.6262
1649,139579.4899
1650,114661.0145
1651,124082.2173
1652,101380.5297
1653,105207.8286
1654,141877.9521
1655,134997.7613
1656,141342.9301
1657,145261.3577
1658,142360.6794
1659,122623.1624
1660,149828.3487
1661,477218.7266
1662,415212.6893
1663,373259.7338
1664,726724.0908
1665,299350.1441
1666,317542.6987
1667,367929.448
1668,326564.0686
1669,301321.478
1670,345810.7172
1671,269086.2153
1672,457655.2265
1673,290302.3971
1674,234529.9691
1675,202256.6158
1676,192881.4091
1677,226731.4304
1678,500684.2663
1679,410426.3252
1680,328302.7527
1681,245688.9254
1682,318897.3822
1683,184108.9816
1684,177247.9726
1685,172433.9549
1686,171562.2128
1687,166179.0793
1688,187960.3381
1689,193185.1795
1690,195333.4694
1691,185705.8833
1692,261411.5511
1693,166214.2614
1694,184246.4339
1695,164414.7923
1696,271531.9958
1697,171130.9882
1698,358716.2282
1699,319070.9272
1700,251047.8932
1701,267155.4651
1702,246268.8157
1703,247589.5132
1704,279858.1458
1705,232017.0761
1706,196536.7036
1707,214355.807
1708,199617.9012
1709,259192.1475
1710,218015.0195
1711,274847.8252
1712,255719.7255
1713,284127.6273
1714,228954.424
1715,211318.6921
1716,181773.8883
1717,176336.1567
1718,138984.5136
1719,213231.9685
1720,243564.8384
1721,152751.8487
1722,120818.3224
1723,150286.4743
1724,200414.1477
1725,237539.9242
1726,190527.4829
1727,152024.7245
1728,159990.4888
1729,173159.7178
1730,152594.5832
1731,122422.8134
1732,130432.7433
1733,113002.4883
1734,123564.8933
1735,120533.3569
1736,113586.6088
1737,320458.5774
1738,257974.227
1739,245051.9239
1740,211004.9153
1741,187499.7885
1742,178852.4878
1743,178565.2262
1744,333113.146
1745,214424.6321
1746,188768.3211
1747,221821.1685
1748,222622.0663
1749,141508.7447
1750,124370.7099
1751,253318.8474
1752,115889.5788
1753,145512.8727
1754,191121.1426
1755,162690.1605
1756,136502.6984
1757,124100.0533
1758,142712.098
1759,165542.9986
1760,160105.7318
1761,147940.1179
1762,179115.6432
1763,177631.0207
1764,113787.5656
1765,141119.8994
1766,194293.9352
1767,231441.1934
1768,138247.655
1769,173225.3259
1770,150098.0726
1771,126201.6737
1772,131553.7524
1773,127308.0014
1774,144323.6545
1775,144188.9248
1776,128854.3563
1777,113280.454
1778,139201.3888
1779,126660.9817
1780,168886.1226
1781,123294.2923
1782,88647.69171
1783,144980.4168
1784,114665.148
1785,132707.92
1786,139516.9878
1787,156945.3736
1788,63981.43019
1789,101442.4048
1790,88164.15713
1791,185616.8005
1792,162968.5751
1793,134411.7587
1794,156622.5608
1795,136054.5887
1796,129024.8156
1797,109745.862
1798,126962.5859
1799,118462.4513
1800,130724.6751
1801,123612.6436
1802,125261.8234
1803,147637.3504
1804,142581.8728
1805,133510.9839
1806,115028.3626
1807,128636.9875
1808,123067.9232
1809,123058.9902
1810,133472.489
1811,85303.45785
1812,97749.19462
1813,124491.612
1814,109771.2689
1815,66917.06547
1816,108440.9156
1817,107873.2751
1818,139466.5087
1819,126181.2943
1820,49611.8635
1821,100422.8253
1822,148516.2637
1823,40787.44409
1824,123047.3032
1825,129252.8178
1826,111799.8417
1827,107137.2461
1828,130605.4602
1829,126372.5151
1830,135959.4108
1831,144435.3811
1832,57499.06155
1833,140100.6177
1834,123018.3227
1835,117447.3957
1836,119004.1486
1837,90698.74648
1838,134297.7641
1839,107290.558
1840,143310.2279
1841,132328.7872
1842,92937.56813
1843,128303.3015
1844,140479.9326
1845,136705.5469
1846,153422.1886
1847,169907.413
1848,59375.69576
1849,101625.4265
1850,114258.8753
1851,145337.1826
1852,129771.7954
1853,116459.8313
1854,165714.4622
1855,143360.5972
1856,229386.5672
1857,124675.692
1858,131431.9181
1859,113883.8579
1860,144618.151
1861,113334.7582
1862,339251.0552
1863,313826.0023
1864,313981.4752
1865,337243.1723
1866,320228.2734
1867,213452.0867
1868,284787.6936
1869,202363.4224
1870,223173.7123
1871,244380.9312
1872,177095.2536
1873,250993.8611
1874,162525.5965
1875,203367.7224
1876,200112.4299
1877,211285.7013
1878,197167.6483
1879,130660.5909
1880,136255.329
1881,249847.683
1882,242265.5657
1883,185374.4528
1884,206689.5869
1885,214644.7991
1886,279889.0716
1887,210091.0908
1888,270893.1685
1889,175654.7476
1890,121693.5254
1891,114807.8672
1892,101027.3535
1893,128747.0455
1894,123290.0174
1895,133374.0353
1896,121375.496
1897,125021.4317
1898,115496.1183
1899,165016.3865
1900,156465.044
1901,180270.0255
1902,163578.3151
1903,218574.4978
1904,149604.5325
1905,207258.1032
1906,114146.6961
1907,227667.0834
1908,115799.3738
1909,132598.0658
1910,123167.8545
1911,232123.0359
1912,361034.6833
1913,133131.7482
1914,58546.46255
1915,310061.9435
1916,72364.1519
1917,242872.0425
1918,139774.0421
1919,175519.3274
1920,156007.0446
1921,387065.7258
1922,316102.5394
1923,235069.4925
1924,243709.6709
1925,195088.3383
1926,372989.3125
1927,130819.0603
1928,155056.6176
1929,128547.27
1930,130239.6947
1931,144607.3923
1932,140116.919
1933,191571.7898
1934,182449.8565
1935,169182.8739
1936,193122.3569
1937,181096.146
1938,166599.0582
1939,258615.848
1940,184231.2458
1941,168114.121
1942,168851.3202
1943,226444.0754
1944,382919.0961
1945,395574.1672
1946,138405.5273
1947,140109.3261
1948,156518.1408
1949,239216.8663
1950,182752.7211
1951,244781.2399
1952,205982.8681
1953,167267.0582
1954,181578.4413
1955,137035.9773
1956,339140.5906
1957,152327.0215
1958,274832.0156
1959,140241.3321
1960,112421.2891
1961,121410.3554
1962,99021.68079
1963,107706.465
1964,104781.5905
1965,144335.8429
1966,142735.499
1967,293234.6711
1968,465880.441
1969,378177.1599
1970,434861.7487
1971,521891.812
1972,396769.3489
1973,263445.6767
1974,340624.0862
1975,338881.9266
1976,277347.2257
1977,374831.5429
1978,364890.6188
1979,329304.0493
1980,216123.8456
1981,352845.0047
1982,224045.3704
1983,209339.7204
1984,170370.3534
1985,227279.8437
1986,207661.4109
1987,181696.4226
1988,173854.1422
1989,189686.3666
1990,205745.2175
1991,237157.6612
1992,218631.0144
1993,167267.5347
1994,226948.7924
1995,182082.6618
1996,242346.4726
1997,303679.3514
1998,312862.2089
1999,287791.7655
2000,316725.0375
2001,290321.165
2002,243133.1643
2003,246751.8968
2004,279687.1421
2005,228410.5642
2006,219429.3647
2007,248218.4453
2008,216240.1795
2009,201533.1898
2010,191475.3858
2011,133373.1008
2012,170241.2604
2013,173583.9369
2014,178958.8196
2015,203194.3644
2016,190802.7956
2017,186500.1591
2018,110107.4137
2019,134652.9121
2020,98171.0087
2021,102183.5771
2022,185622.2303
2023,144103.9854
2024,271450.7272
2025,354200.3957
2026,174867.4344
2027,164432.0427
2028,153513.5479
2029,166325.4621
2030,256591.525
2031,227668.8549
2032,246149.0588
2033,242383.3742
2034,168342.0351
2035,241047.038
2036,204141.3828
2037,235362.6533
2038,315359.6455
2039,236878.4207
2040,271408.5622
2041,294168.9066
2042,212068.6648
2043,181339.8239
2044,171141.4887
2045,210943.1866
2046,164601.1336
2047,140394.1372
2048,140020.2421
2049,146733.1382
2050,168363.6258
2051,104692.17
2052,120487.3595
2053,148549.4217
2054,102682.5764
2055,150144.7536
2056,142787.6972
2057,107117.8747
2058,205929.7657
2059,129959.9082
2060,171211.3292
2061,171231.8303
2062,130071.417
2063,117939.2878
2064,140929.1752
2065,116089.7876
2066,161598.7616
2067,92390.59644
2068,151064.2854
2069,88888.34481
2070,120197.2938
2071,100463.014
2072,139836.4418
2073,132102.763
2074,184664.5602
2075,150927.6139
2076,117202.7799
2077,154542.774
2078,126323.1936
2079,126782.5217
2080,122064.7509
2081,127558.0082
2082,113780.0649
2083,147289.2724
2084,112948.7742
2085,117779.2945
2086,108877.9644
2087,117582.2365
2088,90428.32843
2089,84894.98189
2090,119913.9703
2091,113532.179
2092,113857.5855
2093,106987.5231
2094,104056.5011
2095,149534.4597
2096,85564.42872
2097,99541.77801
2098,145337.5041
2099,64637.9071
2100,62973.05467
2101,121173.6346
2102,116742.8788
2103,108435.8691
2104,138171.2272
2105,126713.3896
2106,84429.25591
2107,188745.2831
2108,117205.6757
2109,111649.8001
2110,130522.7928
2111,129910.7817
2112,132499.3523
2113,117727.6742
2114,131149.1094
2115,159552.7643
2116,123473.6035
2117,148894.7685
2118,120075.1153
2119,113492.1529
2120,114934.2286
2121,101894.5683
2122,118577.9821
2123,92678.94828
2124,153396.2078
2125,119448.3998
2126,144174.0867
2127,156384.3911
2128,115843.9655
2129,90254.70298
2130,132865.3165
2131,137758.8304
2132,113298.9622
2133,125855.3761
2134,119533.7299
2135,108873.8077
2136,84988.58277
2137,102855.367
2138,126902.1812
2139,148283.6875
2140,142821.7914
2141,164643.1074
2142,125238.9622
2143,148028.347
2144,133347.6569
2145,140494.1598
2146,172526.6748
2147,139293.5255
2148,137176.2007
2149,154699.92
2150,225835.9194
2151,112189.2985
2152,159283.7713
2153,165625.6142
2154,99376.36828
2155,137771.2153
2156,261435.4346
2157,224992.0964
2158,233572.5941
2159,207554.8207
2160,186970.1063
2161,223577.6537
2162,429254.7858
2163,350616.2321
2164,244418.747
2165,207835.5931
2166,166753.1996
2167,215290.5503
2168,203287.4435
2169,192163.9662
2170,218319.9691
2171,156306.836
2172,130809.8637
2173,170379.1051
2174,227249.5448
2175,284246.5181
2176,305634.3831
2177,241500.9404
2178,209743.3892
2179,136984.6112
2180,225058.954
2181,187376.7589
2182,224270.977
2183,186725.6627
2184,113092.9788
2185,116781.3996
2186,144023.4917
2187,148967.1816
2188,148730.5473
2189,272189.3909
2190,83555.59966
2191,77162.73749
2192,86454.13182
2193,106625.4796
2194,104052.322
2195,108104.5089
2196,103558.6804
2197,113499.0149
2198,162051.8614
2199,185101.4328
2200,151362.7066
2201,148789.9243
2202,215824.5602
2203,139959.4249
2204,182285.3
2205,121268.9588
2206,141012.6155
2207,213446.62
2208,275407.5035
2209,253992.3453
2210,126383.2045
2211,120221.1832
2212,125788.5439
2213,103254.2769
2214,119949.2762
2215,101279.2559
2216,146435.5539
2217,85700.86411
2218,64228.59727
2219,52503.07688
2220,62071.89545
2221,311232.0182
2222,285290.7929
2223,263950.1908
2224,204413.1018
2225,122139.6957
2226,181046.5768
2227,186654.4319
2228,262984.471
