Id,SalePrice
1461,114957.7096
1462,148791.9099
1463,176792.5374
1464,195269.5177
1465,201050.4806
1466,172609.4829
1467,185803.9249
1468,166889.381
1469,205143.1007
1470,120961.3068
1471,191633.8312
1472,104446.5968
1473,98469.48038
1474,146418.7737
1475,117039.1642
1476,368924.0655
1477,273271.0098
1478,288040.8251
1479,287109.2926
1480,451320.1036
1481,344417.1884
1482,231490.5597
1483,167911.6119
1484,167345.5674
1485,197595.0732
1486,196826.1286
1487,313343.1801
1488,237913.1251
1489,200793.4023
1490,218010.7891
1491,194566.7362
1492,85200.70129
1493,193303.6943
1494,291934.9324
1495,291495.6911
1496,218382.6093
1497,177580.8451
1498,164737.0322
1499,164636.029
1500,154497.8007
1501,170228.6522
1502,158150.6152
1503,264959.045
1504,248818.923
1505,224987.7263
1506,191793.1749
1507,246647.1847
1508,190407.6707
1509,155940.6011
1510,142916.2834
1511,146622.9337
1512,167593.6879
1513,148431.8308
1514,151217.4026
1515,193157.4842
1516,151730.2998
1517,182524.775
1518,131278.4081
1519,209402.4711
1520,126379.29
1521,128138.7532
1522,174784.1181
1523,109455.9028
1524,114496.1736
1525,118136.4905
1526,115984.628
1527,111696.0382
1528,144895.858
1529,141480.8077
1530,197270.872
1531,103727.3786
1532,100903.2674
1533,144112.2443
1534,119432.3842
1535,142830.8973
1536,106736.1348
1537,67828.09147
1538,153712.3764
1539,195218.5428
1540,90113.00606
1541,138434.8232
1542,129642.3315
1543,171717.0131
1544,87401.51626
1545,121801.0805
1546,135596.3226
1547,120908.9431
1548,132845.2181
1549,123420.9714
1550,131493.1582
1551,116775.9555
1552,126750.5378
1553,142892.7599
1554,114798.4774
1555,151317.7982
1556,92965.31604
1557,99122.30829
1558,106764.9928
1559,86210.23809
1560,133709.8414
1561,121381.9248
1562,135570.3626
1563,121045.0543
1564,154745.6277
1565,147681.5731
1566,235815.8763
1567,82934.70072
1568,227143.802
1569,108152.196
1570,146741.8145
1571,124400.7431
1572,137416.5845
1573,226302.0706
1574,120434.2714
1575,223675.8554
1576,252929.5138
1577,194510.2665
1578,147884.1887
1579,150400.859
1580,196953.878
1581,152748.8205
1582,129117.2373
1583,290371.6878
1584,220357.425
1585,140856.1014
1586,72090.51733
1587,105135.7554
1588,147617.1654
1589,98995.76336
1590,137874.5661
1591,93468.48235
1592,116067.7242
1593,136520.2845
1594,128115.3281
1595,109979.9567
1596,220967.5632
1597,187363.454
1598,221929.887
1599,178319.671
1600,168139.7651
1601,69271.56608
1602,112539.888
1603,83181.24141
1604,250166.8355
1605,257675.7815
1606,172791.8863
1607,178413.0177
1608,222480.4556
1609,181390.0849
1610,149398.8768
1611,144382.8163
1612,163448.5533
1613,168046.4403
1614,117968.487
1615,90875.3503
1616,80484.23891
1617,93988.27643
1618,126150.3922
1619,144938.1056
1620,168793.2045
1621,140742.278
1622,139358.651
1623,254492.6735
1624,210532.4592
1625,121397.7143
1626,175753.0404
1627,188041.9742
1628,286183.2814
1629,186148.2212
1630,351060.3837
1631,234036.0314
1632,250047.8292
1633,183325.8766
1634,191109.7161
1635,180554.3076
1636,158490.8414
1637,193250.1834
1638,188599.9197
1639,192228.9317
1640,254449.6582
1641,185140.3574
1642,231920.5192
1643,216775.5733
1644,237150.9513
1645,198556.5754
1646,164685.7366
1647,169282.0224
1648,126991.5973
1649,137629.5356
1650,119098.2052
1651,125956.0513
1652,106746.9288
1653,109759.7604
1654,147023.8886
1655,137811.5758
1656,139377.8729
1657,147607.4676
1658,148077.292
1659,126353.8351
1660,159904.5602
1661,395521.9005
1662,418086.2433
1663,350569.7251
1664,483304.7714
1665,296782.0827
1666,315659.7574
1667,330946.2089
1668,325367.8044
1669,299435.3391
1670,328710.1895
1671,263941.3109
1672,398084.6011
1673,304696.138
1674,257430.5864
1675,201924.9657
1676,191125.3286
1677,233131.2755
1678,435779.3173
1679,355105.7922
1680,313990.2822
1681,245596.5942
1682,309660.7186
1683,197170.9835
1684,183187.4164
1685,175081.5388
1686,176825.5792
1687,177741.6046
1688,192577.7342
1689,201729.5997
1690,203508.373
1691,195963.5441
1692,260078.4005
1693,170446.6034
1694,184640.4973
1695,173076.209
1696,265641.0849
1697,178398.968
1698,338780.829
1699,306641.2657
1700,245132.5559
1701,272850.8847
1702,241541.439
1703,247491.7286
1704,281959.3395
1705,236837.2023
1706,229725.2676
1707,199910.6119
1708,196618.7221
1709,263953.3437
1710,222056.9924
1711,269129.1662
1712,267573.5435
1713,258508.9489
1714,217486.8699
1715,208365.0942
1716,174820.2893
1717,181267.1944
1718,134061.6611
1719,207749.6703
1720,240902.0347
1721,162937.1172
1722,121589.6042
1723,152029.3684
1724,204675.4915
1725,243192.3087
1726,185749.8887
1727,156662.9893
1728,181920.453
1729,170942.9988
1730,164711.9708
1731,125915.3912
1732,124692.5364
1733,113246.9729
1734,116850.0956
1735,130826.9942
1736,113092.8858
1737,303644.013
1738,252050.6688
1739,251808.5249
1740,196615.4766
1741,177473.3738
1742,169458.1175
1743,181870.9081
1744,290901.7362
1745,203193.1821
1746,207224.7183
1747,214989.8936
1748,226872.9906
1749,144212.0357
1750,129936.4894
1751,253127.4914
1752,118781.1026
1753,143345.0954
1754,201452.3948
1755,159636.5988
1756,128349.0586
1757,120081.7823
1758,144006.4265
1759,164383.0954
1760,160266.5344
1761,146383.6062
1762,168088.1451
1763,183956.4012
1764,118873.0151
1765,148307.0824
1766,188419.1685
1767,223675.9141
1768,138006.2443
1769,173062.7049
1770,155003.9162
1771,121685.6382
1772,131542.6516
1773,122837.5018
1774,144394.1122
1775,146312.6773
1776,129907.3505
1777,112948.162
1778,132165.1997
1779,112980.7102
1780,181608.4455
1781,122861.0036
1782,85792.79905
1783,142992.6928
1784,107479.4869
1785,116708.6566
1786,144073.0717
1787,170440.237
1788,64411.07747
1789,103803.0476
1790,83059.32552
1791,189147.8154
1792,157564.205
1793,140286.2958
1794,164548.6753
1795,133446.084
1796,134544.1475
1797,119919.3443
1798,122443.4768
1799,106472.5378
1800,129132.3668
1801,122761.9979
1802,146336.4534
1803,149919.7004
1804,143508.6207
1805,140607.3305
1806,120503.3241
1807,133404.439
1808,122654.5598
1809,116893.0207
1810,135800.3197
1811,90023.74037
1812,95284.98106
1813,120957.6253
1814,90844.56822
1815,62111.22864
1816,102220.6588
1817,105231.8087
1818,135548.2771
1819,124316.8245
1820,72974.07858
1821,106577.4999
